text,images,videos,gender
Legs get you paid!,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/3321399787881274/?__cft__[0]=AZXea6cD5ScjLucV-bSWMzma8dY4tDyamNuaVdIFPusvlssHH5GMIM2FlMPxmIbYIv2vpC5WFZltAQGr4H-TjqGAha_40cq6g_vLHkeaF1mHOKXiAr2w7YDS_9SC_jm2d5VaQN00v5AkwtF7YJjsah4-PhaZbpwBzPyRmtByYmCSOXwtMwDlhYNgnmTsMeSkuxtWJAWjB14nDidS-CI6ANxhL-zoOXhUWDr_cCLPT8SGRg&__tn__=%2B%3FFH-R'],m
Watch how father and son became chef during lockdown.,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/691139621668511/?__cft__[0]=AZXXXpil3L1DJ5Mevqrcqo37DjHPcp7584_K8FKu8_3iEg6U7NK2I_VFJZ0qmTs5i7s5IsK1LkVed8AVnkaoFrQHDf7XL5U_skkcrjM-2hoJWQcUNRJPYG3d2Q1Xb0ga1TR2FgGpWN0GQfHF2BgktOQLbCstC3A7aUPtmd8A-pQcSV0MwC9ZbGuwBmKdTZdxM3DZKMHyLuA46YY2D7TTZlHi4yp-8l7Rog_AU6EEm9N0aA&__tn__=%2B%3FFH-R'],m
Patience guys! In Shaa Allah good times will come soon.,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/83316966_10163901868110357_7827411721504510700_n.jpg?stp=dst-jpg_s640x640&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=cnuQdNC0JxEQ7kNvgFvqaLV&_nc_ht=scontent.fird1-1.fna&oh=00_AYCqf0Gp-iXOMqGD-iLGPQMbUEfjflrCviJp58-jwA7HZA&oe=668FA3A3'],[],m
done!,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/1536988779808348/?__cft__[0]=AZVCUHLwzu-xyQPV3_TDi6MKaE6P8JjpAk73k692lQYGOu45-QDgOR9F85TO006K6SL-N9Q5d9G_8rXXaHQdW10feqHqAV7F05LBAmSrQXq6xxV6EJo1kvIg5SPakFAUpmgqjUl_DnftEVfOAPVRCihH6iwbij7gLyrTUto_NRf2l8jYbojRMVCzy_KRlZA8d-GbQcLqMhQFtHBpSi1b-accqpMlpgFbfHFoJyGvcIW8eg&__tn__=%2B%3FFH-R'],m
Stay strong. Praying for you my brother. EVeryone please keep him in your prayers. May the Almighty Allah bless you to get well soon. Ameen!,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/104167574_10163880894395357_6870869900750276433_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8Wd8G4UWXsUQ7kNvgEnp9Zz&_nc_ht=scontent.fird1-1.fna&oh=00_AYCdsFzPYKafGtyYcg2OBIB1p1nM8bmWU57uSwITS_6EeA&oe=668F8082'],[],m
Today's timing! ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/84119805_10163880219510357_7053299686411025966_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=GLQG4sJcBm4Q7kNvgHQSm9a&_nc_ht=scontent.fird1-1.fna&oh=00_AYCX5HdQuNpnaeCfg74M-GSR0p_Zzek7lcSlz-el6BVr7Q&oe=668F7E89'],[],m
Running time! ,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/636668593864567/?__cft__[0]=AZXtShgj1M50wFJSStxQCKce-cSIf9pAXWekZfVL_TEhTu6sJZtX98uv0sXqsVHzAG17-MaaVNP-bISEJreTsCCdIK2jzhqS-Tlpja3XIjOoMqFAL4ftJWeXNzkg10c0-wsYTNzaGMU1ae0NxL7u9UHxw30v4Tze2oja5HMjANqc_m_Sc0CsfnBVX2TTpU5Sv06ks9DVixP2qbpIYCLi4tUIcOqbVyy5I_A9favOj-cc0g&__tn__=%2B%3FFH-R'],m
Former Bangladesh left arm spinner Ramchand Goala passes away this morning. We mourn for the loss. May his soul rest in peace.,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/104287199_10163874586300357_3774343578357204973_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=KBSZ551tjI8Q7kNvgFaQcc1&_nc_ht=scontent.fird1-1.fna&oh=00_AYAgMGEj90pfMRpTQycVW1qH03lHfc3doMhFhpPBP_ZwXg&oe=668FAC17'],[],m
,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/644367546155758/?__cft__[0]=AZX63c0sb9nzazOvWsvUn6hJM2GPguGFGomcioax7NDnZ99IiMfjNzML28ugh5BT4ZSapuY3mcqq7cTRZ1ingBLeegxAhgm4H4gbmZVeIj5NhFHXl9ZdsRkSgilHHNGtNBCH8p_Pqe4dQokQbqcFOmHtfCW-fJKrxkuNikmkkTsCCjPUAYK5ad__jNDDPux0k1WXPgRhgeFJmvOpdFygbz3POFdByPNkHAelykxjrGfMYw&__tn__=%2B%3FFH-R'],m
"চলছে, চলবে ইন শা আল্লাহ।",[],['https://www.facebook.com/Mahmudullah.Riyad/videos/1584616625041580/?__cft__[0]=AZUPZbz0ipeenHTclD3V7Ldbm9XUMQt3W3-WwggrarpmXYRQ6povXG6Aa021svaABo3nCoKhggV0iM75YjXUSZvg-JbtYB6uU9GPp2mA8JoM4TVlraXsrqOuSSGQklH5KwnygjF5PPNkmcBS777fZS0hVggohc06dEVZSd5vB9PnrJAJrhwjIBCwnFh1s7vohHnpsR9BIZjCpkqNjxIiKokqbVVuKsohsQ2CQ_LDrBnueg&__tn__=%2B%3FFH-R'],m
I've forgot to mention this one! ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/103326499_10163854759255357_7870401037932454014_n.jpg?stp=dst-jpg_s640x640&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ffffHG8czdoQ7kNvgHAI7MF&_nc_ht=scontent.fird1-1.fna&oh=00_AYC4uWmNpsrYWVTVq-EQ2TXOIKAd0iQXYNI7p5NopvyaVg&oe=668F8FFE'],[],m
Easy or not!!!!??????,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/102998779_10163853808090357_7236455268642720308_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3gCS4NmtI5wQ7kNvgHEpwX5&_nc_ht=scontent.fird1-1.fna&oh=00_AYCV5M794detzeqtTsy7mREXRy597pJDxHPjKm2sGlvvOg&oe=668F8A75'],[],m
A salute to all the frontline workers!,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/84085845_10163838236260357_2260656728224448331_n.jpg?stp=dst-jpg_s640x640&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ItbRjoDMrI8Q7kNvgET8Yba&_nc_ht=scontent.fird1-1.fna&oh=00_AYCBi9lngGJHnmzyJwj96TJdWz9pRUQyCmDQR0bU3qREOQ&oe=668F90DF'],[],m
Tryng hard to keep myself fit.,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/625684028306917/?__cft__[0]=AZXLJvwm3uGWGV4V_eAubBLI7_s9IvAlGL6i4IQbd-cLEPvcpSBzzmeOqMDNvL1qQE15-U8CagOxjCci_6Wa1ok42lghfmYBPQxjCdXICI7IAi52xzUxY7dsavIfkOBuP6rGEM7CZLvjmPC9_ScYd5BVwXgX5jQDw15Lgc_Y2KLvdfeaiA6_FXyQvt_LqaJM3TvAEu0UayBu0xO5xIpRirYq_vBizySM6soRZJADZ7uoJQ&__tn__=%2B%3FFH-R'],m
"#OnThisDay in 2017, Mahmudullah Riyad scored his 3rd ODI hundred to lead Bangladesh to a memorable victory against New Zealand in Champions Trophy.",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/102698043_10163822217735357_4056972030207860730_n.jpg?stp=dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=shQ8fJcXKsgQ7kNvgE3mlDs&_nc_ht=scontent.fird1-1.fna&oh=00_AYD1q7Q01NMFKZHpOYsg10rZWtEPoN1cnO-e2HHblb_GIQ&oe=668F93C4'],[],m
,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/1191767414510706/?__cft__[0]=AZUx58sANcGVgAZVvk1UfLDNA5EFVEeeiNIu1WnxxGXjZkJvp-k6z9foTaABwC3KKGIvqiFvGnZu4qb4UQ1MUK_S5UmwFMBaLByHifcgBZWD5ePB5-xNbyD_63H2dnKs7faLUpyxP5AhqN6OZDeMVc53NW2-x7VMy-1kcwxMFUev8H5Qnk6C2HInN_F8VSnfIDPQ8Uk55xvOgdSk3RiHuw5xqgdOEZG4BB05YC3L-s-76A&__tn__=%2B%3FFH-R'],m
I was a bit bored with routine running. Tried a different cardio. Alhamdulillah feeling good now.,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/606412676746446/?__cft__[0]=AZUpRXVqo1BneAeR3E7UF96RNmvyrSZ3mSNuvG1uYMfM_OFV4mB9ADD_0fQm7upBtWoc_RkZqHK9mJLBi-Jo6YZtmCsR6fYcjGbTi45Bf2RfZuiXn1hDakQdoPxWe8l-3el79GfWjCQWP6oDRJYthPCzu7JWxlhDj96t3je-IPZwS58sebK5oQWpjo8txkQB9bR2KJ95rfxmeapEKktFl4gc8O1KZTLcUU-kuxylw8K2VA&__tn__=%2B%3FFH-R'],m
"আসসালামু আলাইকুম।
আমাদের প্রিয় সার্কিট হাউজ মাঠে তোলা ছবিটি।আমার ক্রিকেট খেলার হাতেখড়ি এই মাঠেই।আমার ক্রিকেটের পথচলার শুরু এখান থেকেই।আমার মনে হয় ময়মনসিংহের সমস্ত ক্রীড়াবিদদের জীবনের শুরু এই মাঠেই।যখনই ময়মনসিংহে আসি,এই মাঠে আমি অন্তত একবারের জন
‍
্য হলেও যাই। তা সে দিন হোক অথবা রাত কারণ এই মাঠের সাথে অনেক স্মৃতি, অনেক আবেগ জড়িত। এই মাঠের উন্মুক্ততা ময়মনসিংহের সংস্কৃতি ও ঐতিহ্যের সাথে জড়িত।বর্তমানে এই মাঠকে ঘিরে বেশ কিছু উন্নয়নমূলক প্রকল্প হাতে নেয়া হয়েছে।উন্নয়নকে আমি স্বাগত… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/102664042_10163801531725357_7208853257714663424_n.jpg?stp=dst-jpg_s720x720&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=6JSwSerINmYQ7kNvgF8GYTR&_nc_ht=scontent.fird1-1.fna&oh=00_AYDBhsd6XIStn2iBITOKeBepBXLBwbp0geXVXV0akFHCWg&oe=668F8460'],[],m
Jummah Mubarak ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/101395849_10163799705670357_2604522237637689344_n.jpg?stp=dst-jpg_s640x640&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=yqLjtYlHKFgQ7kNvgGpFhMx&_nc_ht=scontent.fird1-1.fna&oh=00_AYAR1qjnOA0WcMRLBkFFJYowgzHA1vwwzMYr8SryoB5E1Q&oe=668FAD6A'],[],m
No alternative of running ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/101665690_10163793909885357_1179011154597380096_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=qxV6f8XY9UgQ7kNvgG-qyer&_nc_ht=scontent.fird1-1.fna&oh=00_AYDAje0GJI7_XLSvsLkwxup9dCwAAtzoWyTLO1x2UfRVzA&oe=668FA72C'],[],m
Time to play with Mario's Snakes ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/101407869_10163777639340357_6654821864013037568_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=23DrbaIri2cQ7kNvgHr0EaI&_nc_ht=scontent.fird1-1.fna&oh=00_AYDtDTUDrED83fvb_ITFotzSLM3OfBwzNjcV5BDFavXb8A&oe=668F931E'],[],m
He just loves to play with my stuffs ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/101423058_10163771009385357_4767880711828930560_n.jpg?stp=dst-jpg_s640x640&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Ame2fH0vSdgQ7kNvgGH2ikz&_nc_ht=scontent.fird1-1.fna&oh=00_AYAYZDuj_eJb4Eyw90W4uyDuxCMZcZUE2lh5Vw7celcBow&oe=668F9B4D'],[],m
"My first opportunity to play for Bangladesh,Alhamdulillah.
#Nostalgic# Find me ",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/101100485_10163760184420357_72825766118686720_n.jpg?stp=dst-jpg_s720x720&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=m8lCdKzfLLwQ7kNvgEoTEQF&_nc_ht=scontent.fird1-1.fna&oh=00_AYAMCA1zwHc9sEbmm75hkbpREiluUduhk0nW8bYKztL4IA&oe=668F90AC'],[],m
Father-Son bonding ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/99431774_10163749344380357_81123904927563776_n.jpg?stp=dst-jpg_s640x640&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8fdT16wDdHYQ7kNvgFOoUSt&_nc_ht=scontent.fird1-1.fna&oh=00_AYAJyUKm4tgOmxgB9iLfboKAn6-WohsUafrzzQo-QlXt_A&oe=668FB183'],[],m
Assalamualaikum! Eid Mubarak to all.Please stay home & celebrate Eid with your family. #StaySafe ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/98343404_10163736975100357_4471067921572954112_n.jpg?stp=dst-jpg_s640x640&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=aQKCZoiHvt0Q7kNvgFfMskQ&_nc_ht=scontent.fird1-1.fna&oh=00_AYCSKYoZz8Cwn7c3HfBN4taBFyjpYtIREG_C4CsOuF9O2A&oe=668F8059'],[],m
Alhamdulillah # Fasting,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/97122075_10163663437645357_7886164274534416384_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=cj4HKBrlpnIQ7kNvgEEIWQz&_nc_ht=scontent.fird1-1.fna&oh=00_AYCutUs53t-F5U3kD79YSg0o1uchEdNn0G87prtpEFIH1w&oe=668F8719'],[],m
Lockdown is giving us some valuable family time to spend. We made a pizza first time ever. Most importantly it's about the happiness we shared together.,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/94888435_10163577081655357_2510528708020797440_n.jpg?stp=dst-jpg_s640x640&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Xh2Uo-OvUXIQ7kNvgFkcM7M&_nc_ht=scontent.fird1-1.fna&oh=00_AYBKAdSrA-Nul-z9gmSueVPeRXTqN__Y8_qoaqKcQs6jjA&oe=668F87E4'],[],m
"Bit of fun with Raeid while workout.
 ",[],['https://www.facebook.com/Mahmudullah.Riyad/videos/877178336081099/?__cft__[0]=AZUd2fcGHkFozmvWfkriIJkEVeyPPFkomDmruzZvNY_KuoWFn_HnLm_B7LVJoIfYJ0m63Np3rVtKG6af_irBwEeJHF3D4AnKOtyyFVFZdU-ua4osjxlkg8OZMwrRGyE6A67n8nEK8HLXzuL4J9UuyCi1195zQOiFFSiK0SLCcWpNoHTot2xga1tM-voYqhfwwCpxy6XLUJv3PIIeePGfEm1nz8jGxps6e3NNYCGcQE4bbA&__tn__=%2B%3FFH-R'],m
,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/1053204258399810/?__cft__[0]=AZWC0KPdk0fEssKcig44JYEDqWAc4HN_AYUAEU4SzzBcA-t_DbmwF58IYFxiONY0bek49RyCUN-dl7e4yrpw4nuO1MVatoENQvuMZ9ujiRKD6UPjZ7G12L6Lwk6FAASCTwHvoiDQxrskb7oTFQK-zU7ToWHkKFyt7smFBOpP1BwsWpqeJBtSLHKjJBkE2yPlrpa_vg0TkGOCCNVlbExIIpJjwyjd-vtZ7HXsRucRgwFOfA&__tn__=%2B%3FFH-R'],m
"اَللّٰهُمَّ إنَّا نَجْعَلُكَ فِيْ نُحُوْرِهِمْ وَنَعُوذُ بِكَ مِنْ شُرُورِهِمْ
Allahumma inna naj’aluka fi nuhurihim, wa na’uzu bika min shururihim
‘O Allah, We place you in front of them, and we seek your refuge from their harms",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/92874462_10163464803265357_4346304597707456512_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_Mf4FBvuLNcQ7kNvgGlyJVo&_nc_ht=scontent.fird1-1.fna&oh=00_AYD_IfdxqxebJgNzfBJxWvmFgHhn-7UROJC6TEUcLkMAbQ&oe=668FA55F'],[],m
আমার আব্বু-আম্মু। বাবা-মাকে ভালোবাসতে কোনো দিবস লাগে না। মা-বাবার মমতার ছায়া সন্তানের জন্য মহান আল্লাহ-তাআলার অনেক বড় আশীর্বাদ। আল্লাহ তোমাদের সুস্থ্য রাখুক। আমিন।,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/92594009_10163445618900357_727391409232936960_n.jpg?stp=dst-jpg_p180x540&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=zhBQ-xEFPyEQ7kNvgFrYXZW&_nc_ht=scontent.fird1-1.fna&oh=00_AYDHDpoBPjurz_5J9scAHd3DatONM86ulkVcVOKp4B8YLA&oe=668F82E3'],[],m
"Alhamdulillah, last night we are blessed with our second baby boy. Please keep him in your your prayers.
اَللّٰهُمَّ إنَّا نَجْعَلُكَ فِيْ نُحُوْرِهِمْ وَنَعُوذُ بِكَ مِنْ شُرُورِهِمْ
Pronunciation: Allahumma inna naj’aluka fi nuhurihim, wa na’uzu bika min shururihim
Meaning: ‘O Allah, We place you in front of them, and we seek your refuge from their harms",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/92701849_10163420636975357_9039377952881508352_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=vVvjnEhxTswQ7kNvgEcZx6-&_nc_ht=scontent.fird1-1.fna&oh=00_AYBTj5AMVqJ71SCLGRIEsxfRW2ffaIHr2RwIXcrVQUu4KQ&oe=668FB094'],[],m
Alhamdulillah another one done. #StayHome #StaySafe,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/558031835067918/?__cft__[0]=AZVNCgBkFhN4S6y-YSe4p5D_vQAbky5wYetOZIpfxwUVe5WTo75Q_lK5ItleFfizndPWtYPB2rOS0LGDBN5deopUhqJhPhy8U8cBYVN_VautxZpRn_OKxpQkX_O_8RObHdBNzv2dNaf5CXkApw1qI-33v3ttw_BMGEVMIvyK2cGxpCA1zk1DJNQ-DtPOLDK1j0oYAeFhXpnoA1q8N6xJ2UKVDZt0yqZuHFlDxyGruLKmEg&__tn__=%2B%3FFH-R'],m
Alhamdulillah! Good one today. enjoyed it. #StayHome #StaySafe.,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/622291348626220/?__cft__[0]=AZX7KtJ3RgKOKc5IM6By8W1ECIE2LzhY8SHWGUN-S8678_ZKA_sLC5qReaM-5_PV1LuFzZfiqbhxocgFT_26S4bGPsDOyHAEXiKupoAOB9uX0zX4owYNVO1AE8Or55ds0zqiD6zB2NVPt2rTYG-gnsdQgL02_GMIehTEKv6WuHb8fo2W1oF9gqAvNqUs3oLM1rqw-2XDqak8kHs3Z0sCOPJZfKkn5aJBoZj68gsWzw53kg&__tn__=%2B%3FFH-R'],m
#StayHome #StaySafe,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/1443822325799776/?__cft__[0]=AZVd6rkOBLOV3Tn0mvpJ3yVd4scNB1H24jq76zT87BqHXvH779JY8MIBa0IijDr4fjycJHqmUQoZyw-zX8tQVBzbSsde_EaTv1IzTSaoPiBoeCRdUBcElk4BuYT1F1HgfhSh4GmFDPcdnvgb8h1Q60LZZPoBPISs4xle9V0K4B-QaVOGfKv_W2TC4C_VujGOkPpuiyDdwZ2xurrzYulnKNYC4da4Wu6n_Iv_jlGHCR-HQw&__tn__=%2B%3FFH-R'],m
#StayHome #StaySafe #stayfit,[],['https://www.facebook.com/Mahmudullah.Riyad/videos/838800186631075/?__cft__[0]=AZUQYz4GxeLJEfXOz_P-4F6cZu5pyjQpXwPycKXJoU4wxBUBLjtIg1xV4FvQq_tnVaV9lzMvOqD0RurarWtwKick_sID0KeSFoIqYTXc_1KoRc6Vw9hc5TRiGagCCxdwj-_taftNvOtQJOaDhR6U5OefU--A5yMdzqnzdTy6BSSMixwOSH38ekFvSRq09idiIu92xFJyGJ_6734-kjlr9TODRmjJBBkLrQFHce_OOWoyDw&__tn__=%2B%3FFH-R'],m
"Happy 49th Independence Day! 
 Long live Bangladesh. #StayHome #StaySafe. May Allah bless us all!",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/90989373_10163344408570357_6510215009555972096_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-U_yjG6f1EgQ7kNvgFKOsoB&_nc_ht=scontent.fird1-1.fna&oh=00_AYBBnioijrS8W6F_-n7bub6IPwzOUfEvoBXYvoA4zgB9fA&oe=668FABC2'],[],m
Hard luck today. We gave it our all and came so close. Thank you for the incredible support. We’ll keep pushing forward ,['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/447849535_1024175919062240_4464939274827802128_n.jpg?stp=dst-jpg_s640x640&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=SrXiEQ7DElIQ7kNvgEXXxgT&_nc_ht=scontent.fird1-1.fna&oh=00_AYCSSgUyK-3KWpRhA7G2lTOMAnf4hNvkrQcNembVVH4L2Q&oe=666DD6AB'],[],m
South Africa 113/6 in 20 overs. Bangladesh need 114 runs to win. Best wishes Bangladesh Cricket : The Tigers! -Admin,['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/448189038_1024121089067723_3138015725346037757_n.jpg?stp=dst-jpg_p843x403&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=TxUcXKBPZfkQ7kNvgG-z_D0&_nc_ht=scontent.fird1-1.fna&oh=00_AYAcz5yBNwZOqXMCpR_Xo4VSpVLbck70riE7JqMMNzk08A&oe=666DE288'],[],m
"𝗠𝗮𝘁𝗰𝗵𝗱𝗮𝘆
     8.30 PM 
 10 June, 2024
 New York, USA
Keep us in your… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/448020501_1023978262415339_1110085127216627662_n.jpg?stp=dst-jpg_p526x296&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=AcAU9VvQi4kQ7kNvgEcLKBd&_nc_ht=scontent.fird1-1.fna&oh=00_AYAP9op4cKuJuRYtAFDyNaBBHP9uhFsuu21PpXitUrJP1A&oe=666DDF3D'],[],m
Moving to New York. Next Mission: South Africa. #T20WorldCup2024,['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/447888605_1023065899173242_4940367824822076806_n.jpg?stp=dst-jpg_p526x296&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3nQE-eMOeAcQ7kNvgHxm31U&_nc_ht=scontent.fird1-1.fna&oh=00_AYAX-awe2Op97IJ4-A__ij7PRyr5Ypv6IchIdG1s7OE8dg&oe=666DDC55'],[],m
Grateful for the team effort that led to our victory. Alhamdulillah ,['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/447902001_1022667452546420_6304870114909023902_n.jpg?stp=dst-jpg_p180x540&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=tuDfU6aj2nkQ7kNvgGNy61t&_nc_ht=scontent.fird1-1.fna&oh=00_AYDYzH5LqJGNJU-fwDT5_aXIPWKlrKbNRzh_IubkqMcv4g&oe=666DFBB2'],[],m
"এয়ারপোর্টে ফ্যানদের কাছ থেকে সম্মান পেয়েছি বহুবার। কিন্তু কাউকে সম্মান দেওয়ার ঘটনা আমার জন্য এই প্রথম। যারা দেশ ছেড়ে, কষ্ট করে ইনকাম করেন, দেশে আপনজনকে রেমিটেন্স পাঠান, তাঁরাইতো আসল হিরো। এই রেমিটেন্স বীরদের সন্মান দিতে পেরে আমি গর্বিত। এমন একটি আয়োজনে আমাকে সাথে রাখার জন্য নগদকে ধন্যবাদ।",[],['https://www.facebook.com/Mahmudullah.Riyad/videos/1006082347035660/?__cft__[0]=AZVCY_nW_lwnEQ6OVyxEf6i2mkO9XmPo4Qx2t625A0buKVUbgeQMw2ujfsccgf26bp0bYIlY6y4FASZ4FJV5wg7zrlI2KimUNT-TplK51kdmCQD3D8F2OGUH35HsQ5-Wwp7aJTRF9EtKUf_GNYNLbVD-nZp1p2bohSFQq6w9Kx5jXjrxFUDmQ1APgzOIByQbDyEQBb5XIkMVpvS_iiDwK7JuSElLPU3ABCj4mERNtdCsOw&__tn__=%2B%3FFH-R'],m
Many congratulations to Nagad & Tanvir Bhai. My best wishes are always there for you.,['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/442505347_1020160756130423_4376898516972626313_n.jpg?stp=dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=nwwfa438ArcQ7kNvgGYOwKv&_nc_ht=scontent.fird1-1.fna&oh=00_AYDn6UKypTV7a6j-v5FoGd61k4gNLYMDtyVMOu8UcsJwCw&oe=666DD88E'],[],m
"T20I Career Stats of Mahmudullah Riyad!
Credit: BDSportsTime",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/447277145_965442015586355_7162486806266669808_n.jpg?stp=dst-jpg_p180x540&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=aa1NiuQX4bMQ7kNvgFvj_kn&_nc_ht=scontent.fird1-1.fna&oh=00_AYCGF3PBPa97Ch_HUDM0PXbE0aVvaKIFZ9suXwW8T8pQkQ&oe=666E0768'],[],m
"আমি, মাহমুদুল্লাহ রিয়াদ আপনার সাথে দল বানাবো । কে কে থাকতে চান আমার দলে? 
আমার সাথে দল বানিয়ে, জিতে নিতে পারেন Hisense-এর এসি বা SAMSUNG-এর স্মার্টফোন। দল বানাতে-
 কমেন্টে দেওয়া লিংকে ক্লিক করুন 
 আমাকে সিলেক্ট করুন 
… See more",[],[],m
"8th T20I fifty for Mahmudullah
-Admin",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/441059843_1006916597454839_2546909847259305024_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=aDB_ONFwhlkQ7kNvgFFpKyC&_nc_ht=scontent.fird1-1.fna&oh=00_AYBuZxKI_tviEH07wrrFOsjajX5_JemNuoU1PlInPtJ09Q&oe=666DDD15'],[],m
In shaa Allah me & you again ,['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/441280250_1003503014462864_2245466138589705576_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Ti9KyhjGvE4Q7kNvgH5-EE8&_nc_ht=scontent.fird1-1.fna&oh=00_AYD5RMqrZTNW9K6hfB8uJ8zvw56GJcXbVzCF99TOxi98gA&oe=666DF19F'],[],m
