text,emotions
"১৪ টি বছর মাকে ছাড়া।
২৪/০৯/২০০৮",Sadness
"আসসালামু আলাইকুম,আপনার লেখা ও আবৃত্তি পাবলিস্ট করাতে চান তাহলে এডমিন কে এড করেনিন ধন্যবাদ! 
https://www.facebook.com/mdarefinmojnu.official
লেখা. রুসমিতা বিনতে … See more",Sadness
"আচ্ছা,প্রকৃত বন্ধু বা রিয়েল ফ্রেন্ড বলে কি কিছু আছে?
যার সাথে মনের কথা বলা যায় অকপটে??? 
কিছু না বলেও বুঝে ফেলা যায় তার মনের ভাবনা??
কিছু না পেলেও তার কাছে শান্তি পাওয়া যায়??
কথা না হলেও, দেখা না হলেও মনে হয় এইত খুব কাছেই আছে।দূরত্ব টা যতই বড় হউক মিস করা টা আবেগঘন।… See more",Curiosity
"আরামপ্রিয় বিলাই।
যেখানেই রাইত
সেখানেই কাইত",Love
মাহে রামজানের শুভেচ্ছা,Admiration
"অনেকবছর যাবত এই দিনটা কে খুব মিস করি।
আজ সাকরাইন।",Joy
ছাদ বাগানের কিছু অংশ,Love
"আজ মুসলিম ধর্মাবলম্বীদের পবিত্র ঈদে মিলাদুন্নবি।
হিন্দু সম্প্রদায়ের লক্ষি পূজা।
বৌদ্ধ ধর্মের পুর্নিমা।
একই দিনে তিনটি ধর্মের পবিত্র উৎসব।যার যার ধর্ম তার তার মত করে শান্তিপুর্ন ভাবে পালন করুন।শুভেচ্ছা সবাই কে।
এতটুকু মনে রাখি।.....… See more",Admiration
"দুপুর ২টা। চাঁদ মামা যখন মাঝ আকাশে উঁকি দেয়
আজ আকাশে স্কুল খোলার চাঁদ দেখা গেছে।
সবাইকে মুবারাকবাদ জানাই",Admiration
"শুধু পাটায় মশলা বাটাবাটি না, মাঝে মাঝে নুপুরের রুনুঝুনি শব্দ করে হেটে যাওয়া, কানের ফাকে ফিস ফিস করে বিদেশি ভাষায় কিছু বলে যাওয়া,আর দরজায় ঠক ঠক করে নক ও করে যায়!!! 
আর প্যারানরমাল এসব ই ঘটে মাঝরাতে
since2007",Amusement
"আহ! সোনালী ছোট বেলা! 
কার কার সৌভাগ্য হয়েছিল ইয়ো ইয়ো নিয়ে খেলার???
সাল ১৯৯৫
ছবি সংগৃহিত।",Love
"মানুষের প্রিয় হতেও অর্থনৈতিক যোগ্যতা লাগে!
অর্থশূণ্য মানুষ কখনো কারোর প্রিয় হয় না",Realization
জীবন টা ত্যাজপাতা,Sadness
এক্কেবারে শতভাগ সত্য!,Realization
আমার কোন পিছু টান নাই।,Realization
বিপদেই প্রকৃত বন্ধু কে চেনা যায়।,Realization
"স্কুলের বান্ধুবি যেন ধ্রুত শিফা লাভ করে এই কামনা করি।কেউ যদি আর্থিক ভাবে একটু সাহায্যের হাত বাড়িয়ে দেন তাহলে হয়ত আমাদের বান্ধুবি আমাদের মাঝে আবার সুস্থ হয়ে ফিরে আসবে।তার স্বপ্ন গুলো পুরণ করতে পারবে।
Nazmun Nahar Sondaর জন্য রইল অশেষ দোয়া আর শুভকামনা",Admiration
"আমার কাছে প্রতিদিন ই মা দিবস।কারন মায়ের জন্য ভালবাসা প্রদর্শনের জন্য নিদিষ্ট দিন মাস বা ক্ষন প্রয়োজন হয়না।মা-ই দুনিয়া, মা- ই বেহেশত। দুনিয়ায় বেচে থাকা মা বাবা দেখলে নিজের বুক টা কেদে উঠে বার বার।কারন আমাদের আদর করে ডাকার কেউ নেই,যত্ন করে খাওয়ানোর কেউ নেই।খবর নেওয়ার ও কেউ থাকেনা।বিপদে সাহস যোগানর মত পাশে কেউ নেই।আর কস্টের মুহুর্তে মাথায় হাত বুলিয়ে শান্তনা দেবার ও কেউ নেই।যাদের নাই তারা বুঝে মা বাবার আদর কদর আশ্রয় পাওয়া সন্তানের জন্য কতটা প্রশান্তির।সবার মা বাবা ভালো থাকুক।
রব্… See more",Admiration
"ভার্সিটি ক্যাম্পাস,পুকুর পাড়, হলরুম, ক্যান্টিন, রাস্তার পাশে হকার্স মার্কেট, বড্ড মিস করি।দল বেধে যেতে চাই আবার আমার প্রিয় ক্যাম্পাসে।",Love
"ভালবাসার অপর নাম ইডেন
 #কালেক্টেড",Love
যত শুনি ততো ভালো লাগে....,Admiration
এক পশলা বৃষ্টি।,Joy
"এসেছি খালি হাতে, ফিরে যাব খালি হাতে। বংশ পরিচয়,পারিবারিক স্বচ্ছলতা, আত্ব অহংবোধ,ধর্মের দোহাই, নাম ধাম কিচ্ছু যাবেনা সাথে। তাই অহংকার থেকে দূরে থাকা,,অল্পতে তুস্ট থাকলে জীবনে না পাওয়ার কস্ট গুলো কাউকে তিলে তিলে নিঃশেষ করে ফেলেনা।
ওপারে ভাল থাকবেন প্রিয় কবরি ম্যাম।",Realization
"হলিক্রস কলেজের সম্মানিত প্রিন্সিপাল সিস্টার শিখার (Principal of Holy Cross College) কথাগুলো হৃদয় ছুঁয়ে গেছে। আমার মনে হয় প্রত্যেকটি মেয়েরই এই কথা গুলো জানা উচিত। সবগুলো কথা হয়তো সবার কাজে লাগবে না কিন্তু প্রত্যেকটি কথাই কারো না কারো কাজে লাগবে। 
Fuel of life journey 
 ""কালো কাজল যদি তোমার চোখকে সুন্দর করতে পারে, তবে হতাশা কেনো জীবনকে নয়?""… See more",Admiration
"১৯৯১ সালে সৈকত ভাইয়ার সুন্নতে খাতনা অনুষ্ঠানে আমাদের পরিবারের কিছু অংশ। ক্যাসেট ভিডিও থেকে আপলোড করেছেন তুনক ভাই।এই ভিডিও এর অনেকেই এখন আমাদের মাঝে নেই।নানু,আম্মা,আব্বা আল্লাহ জান্নাত বাসি করুক।আমিন।৩০ বছর আগের ভিডিও।",Sadness
"We Can Do It 
 হঠাৎ একদিন ৯ সংখ্যাটি ৮ কে জোরে এক থাপ্পড় মারল !
তখন কাঁদতে কাঁদতে ৮ জিজ্ঞাসা করলো, আমাকে মারলে কেন ?
৯ বলল, আমি বড় তাই আমার অধিকার আছে তোকে মারার।
এ কথা শুনে ৮, ৭ কে জোরে এক থাপ্পড় বসিয়ে দিল।… See more",Sadness
"এই ছবিটি একটি অসাধারণ শিক্ষনীয় ছবি।
এই ছবির গোল চিহ্নিত ব্যক্তিটিকে দেখে যে বিষয় গুলো আমার নজরে এসেছে তা হলঃ
১. আপনাকে কেউ জায়গা দেবে না, নিজের জায়গা নিজেকেই করে নিতে হয়।… See more",Realization
"ও সি পেপসি
 ফ্যান্টা মিরিন্ডা!!!
তোমরা কি ভাই বলতে পার একটি করে ফুলের নাম?
যেমন ধর---- জবা!!… See more",Curiosity
"গানঃ অলির কথা শুনে 
সুরকারঃ হেমন্ত মুখার্জি 
গীতিকারঃ গৌরি প্রাসন্ন মজুমদার
কাভারঃ পেন্সিলর মেহরিন আফরোজ সুচি… See more",Curiosity
"গত বছর ঈদের পরের দিন আমার ছেলের জন্মদিন ছিল আর আজ ২৬ মে ঈদের পর দিন আমার বড় মেয়ের জন্মদিন।এই তো সেদিন হল মেয়েটা আর আজ দেখতে দেখতে ১৪ বছর পাড়ি দিয়ে ফেলল।ওর জন্য হয়ত জন্মদাত্রি মা নই আমি, তবুও মায়ের চেয়ে ও অনেক বেশি কিছু আমি।আমার এইচ এস সি পরিক্ষার মাঝ সময়েই মামুনির আগমন হয়। ভাজ্ঞিস মাঝখানে ১২ দিন টানা ছুটি পেয়েছিলাম।আর এই সময় পুরাটাই ছোট্ট এই পাখি কে নিয়ে ব্যাস্ত ছিলাম।কোথাও গেলে ও মেয়েটা আমার সাথেই যেত।কোন আবদার থাকলেও আমাকে বলত।আহা আমার বিয়ের দিন শুধু ওর জন্যই আমি কেদেছি ফেল… See more",Caring
"#আশা_করি_পুরোটাই_পড়বেন
_
                      ★লক ডাউন উঠে যাবে হয়ত কয়েকদিন পরই। কেন উঠবে সেটাও পরিষ্কার। হাজার হাজার মানুষ না খেয়ে মরবে। লকডাউন রাখা হয়েছিল ভাইরাসটা যেন ধীরে ছড়ায়, ততদিনে যেন ভ্যাক্সিন আবিষ্কার হয়ে যায়। কিন্তু দুঃখের কথা হলো, পুরো পৃথিবীর ৭০০ কোটির সবার হাতে হাতে এই ভ্যাক্সিন পৌছাতে, কম করে হলেও ৩-৪ বছর লাগবে। তাই এমন অনন্তকাল লক ডাউন রাখা সম্ভবও না, সে যত উন্নত রাষ্ট্রই হোক না কেন। চীন,ইতালিতেও উঠিয়ে নেয়া হচ্ছে লকডাউন। 
তবে আমরা কি এভাবেই মরব?
সহজ ভাষা… See more",Sadness
"আম্মা ছিলেন স্কুলের টিচার।আমার মুখের বুলি ফোটার আগেই আম্মার সাথে রোজ স্কুলে যাওয়া লাগত।স্কুলে যে ক্লাশেই পাঠদান হইত আমাকে সেই ক্লাশের স্টুডেন্ট দের সাথে বসাইয়া দিত।আর প্রতিদিন ব্লাক বোর্ডের চক নিয়া আসতাম বাসায়,আব্বা আবার সেই চকের প্রপার ইউজ করত।ফ্লোরে নানা রকম পশু পাখি ফুল  ছবিএকে অক্ষর চেনাতো।আম্মার ছাত্র ছাত্রি রা ভিষন পছন্দ করত আমাকে।তাদের টিফিন আমার সাথে ভাগ করে খেত।আম্মা মাঝে মাঝে লুচি বুরিন্দা বা মিস্টি আর বাখরখানি নিয়ে আসত।সেগুলো খুব মজা করে খেতাম।বাসায় এসে আম্মার বিশ্… See more",Admiration
"গোয়ালার দই আর গূড় ইফতার এ খেয়ে অনেক প্রশান্তি পেলাম।একদম খাটি দই,আর গুড়ের ঘ্রানে আলহামদুলিল্লাহ অনেক তৃপ্তি পেয়েছি।আর প্যাকেজিং থেকে শুরু করে খাবারের মান ও কোয়ালিটি ছিল বেশ ভালো। খুব ভালো ডেলিভারি সিস্টেম টাও আমাদের ভালো লেগেছে। অসংখ্য শুভ কামনা রইল গোয়ালার জন্য।আশা করি ভবিষ্যতে আরও মানসম্মত পন্য আমরা হাতের নাগালেই পাব।",Admiration
কারেন্ট চলে গেলে এই রকম হারিকেন জালিয়ে এক সময় আমাদের পড়া লেখা করতে হত। এরপর মোমবাতি এল।এরপর পড়তাম চার্জার লাইট জ্বালিয়ে।আর এখন আইপিএস এর জন্য বোঝাই যায়না কখন কারেন্ট গেল আর কখন এল।আজ নানার কথা মনে পরছে খুব। নানা যেদিন মারা গেলেন তখন আমি খুব ছোট। সাল টা ১৯৯৪ সালের ১৬ই জুলাই।(আমার আবার কারও জন্মদিন বিয়ের দিন বা মৃত্যু দিনের ডেট খুব মনে থাকে). নানা মারা গেলেন বড় মামার বাসায়।মামার বাসা তখন নারায়ণগঞ্জ। নানার লাশ নিয়ে শীতলক্ষা নদী দিয়ে বড় একটা ট্রলারে রওনা দিলাম বাড়ির উদ্দেশ্যে (বর… See more,Love
"প্রকৃতি ও পরিবার
আলহামদুলিল্লাহ হোম কোয়ারেন্টিনে ১ মাস ৩ দিন পার করলাম।",Admiration
"আবেগে ভরা গানটি গেয়েছে আমার বোন, যে সুদুর অস্ট্রেলিয়া থাকে।জানিনা আবার দেখা হবে কিনা! যেখানেই থাকো ভালো থেকো,সুস্থ থেক,সাবধানে থেক। নিজ পরিবার কে দেখার জন্য মন টা খুব উদগ্রীব হয়ে আছে।কতদিন দেখিনা তোমাদের। এটাই বুঝি দুনিয়া দারি।
দেখ না মন ঝাক মারিয়ে দুনিয়া দারি।",Caring
আম্মার একটা প্রিয় গান ছিল,Love
"১৬ই ডিসেম্বর ২০১৯
বিনম্র শ্রদ্ধা মহান বিজয় দিবসের।
বিমান গুলো ছাদ থেকে ধারন করা।",Gratitude
আমার বাচ্চা টার জন্য সবাই দোয়া করবেন।,Love
পুলিশ সহায়তার জন্য কল করুন ৯৯৯,Neutral
"খুব প্রয়োজনীয় একটি পোস্ট।।
একটা অনুষ্ঠানে গিয়ে একজন ভদ্রমহিলা হঠাৎ হোঁচট খেয়ে পড়ে গেলেন। উঠে দাঁড়িয়ে তিনি বললেন, সবকিছু ঠিক আছে, মেঝের টাইলসে তার নতুন জুতোর হীল বেঁধে যাওয়ায় তিনি পড়ে গিয়েছিলেন। কেউ একজন অ্যাম্বুলেন্স ডাকার কথা বললেও তিনি তাতে রাজি হলেন না।
সবকিছু ঠিকঠাক করে, পরিস্কার করে তিনি নতুন করে প্লেটে খাবার নিলেন। যদিও মনে হচ্ছিলো যেন তিনি একটু কেঁপে কেঁপে উঠছেন। অনুষ্ঠানের সম্পূর্ণ সময় জুড়েই তিনি উপস্থিত থাকলেন। পরদিন দুপুরে ভদ্রমহিলার স্বামী ফোন করে জানাল… See more",Embrarrassment
"জিন্দা থাকলে, নিন্দা থাকবেই !
মৃতের প্রশংসা তো শত্রু ও করে !",Realization
")এক ভদ্র মহিলা পাসপোর্ট অফিসে এসেছেন পাসপোর্ট করাতে।
অফিসার জানতে চাইলেন- আপনার পেশা কি?
মহিলা বললেন, আমি একজন মা।
আসলে ,শুধু মা তো কোনো পেশা হতে পারেনা।
যাক, আমি লিখে দিচ্ছি আপনি একজন গৃহিণি।… See more",Admiration
"ইচ্ছা ছিল গিটার শিখব,শেখা হলনা। ছোট বেলায় ভাইয়ার বাশি টা দিয়ে খেলতে খেলতে কিভাবে যেন সুর তোলা শিখে গেলাম। তাই আজ ও আমার প্রিয় সাথি হয়ে আছে এই মাউথ অরগান। আমার ছেলে মেয়ে বড় হলে ওদের নিয়ে একটা ব্যান্ড দল বানাব, যেখানে গান গাইবে মেয়ে গিটার বাজিয়ে,তবলা/ড্রাম বাজাবে ছেলে, মা বাজাবে বাশি আর বাপ হবে নিরব দর্শক! ",Joy
দুইটি জামা আজ পেলাম।খুব সুন্দর।আমি এই পেইজ এর সর্বাত্মক সাফল্য কামনা করি।সুন্দর কালেকশন এ আরও ভরপুর হউক পেইজ।ধন্যবাদ আপু,Joy
"শুভ সকাল
“একজন লোকের মাথায় গুনে গুনে আটটা চুল ছিল। একদিন তিনি সেলুনে গেলেন। কোন কারনে নাপিত মহাশয়ের তখন মেজাজ খারাপ। লোকটি চুলের দিকে ইঙ্গিত করতেই নাপিত জানতে চাইলেন, কী ভাই, কাটবো না গুনবো? লোকটি তখন হেসে উত্তর দিলেন, না ভাই ওসব না, চুলগুলো রাঙ্গিয়ে দিন প্লিজ।
জীবন উপভোগ করার বিষয়। তাই জীবনে যতটুকু আছে তা নিয়েই হাসিমুখে উপভোগ করতে হয়।… See more",Realization
এই গুনি মানুষ টাকে আজ সত্যি অনেক প্রয়োজন,Admiration
"মনে আছে সেই সাগর-রুনির ছেলের কথা?
এই সেই মেঘ 
#Collected",Admiration
"মাননীয় প্রধানমন্ত্রী,
হাজার হাজার ছেলে মেয়ে আজকে রাস্তায়। এখনো এদের অনেকেই মায়ের হাতেই ভাত খায়। অথচ দেখেন আজকে এদের পুলিশের মারের ভয়ও নেই। আপনি নিশ্চিত থাকুন, এরা কিন্তু আপনার বা আপনার সরকারের বিরুদ্ধে রাস্তায় নামেনি। বরং এরা আপনার জন্য, আমাদের জাতিরপিতার স্বপ্ন পুরনের জন্য রাস্তায় নেমেছে। আপনার, আমার, আমাদের জাতিরপিতার স্বপ্ন ""আমাদের সোনার বাংলা""।  আর সোনার বাংলায় তো মানুষ কুকুর বিড়ালের মরতে পারে না, গণপরিবহনের মত গুরুত্বপুর্ন ক্ষেত্রে এত অনিয়ম থাকতে পারে না। আমরা জানি আপনি … See more",Admiration
"মাননীয়া প্রধান মন্ত্রী
প্রচণ্ড ক্ষোভ থেকেই বলছি এমন যোগ্যতাহিন মন্ত্রি মিনিস্টার কোন দেশেই কাম্য নয়,আজ রেডিসন এয়ারপোর্ট রোড এর মত যায়গায় ৩ টি তাজা শিশুর প্রান ঝরে গেল।অথচ নিরাপদ সড়ক নিয়ে আপনার মন্ত্রি মহাদয়ের এমন বক্তব্য কতটা গ্রহণীয়?  তাছারা বিভিন্ন টিভি চ্যানেল গুল কেও আজ তেমন সাড়া জাগানো খবর প্রচার করতে।দেখলাম না।মাননীয় মন্ত্রি যেহেতু আপনারা নিরাপদ সড়ক  আমাদের দিতে পারবেন না,তাহলে আপনাদের ও কোন অধিকার নেই ঘন্টার পর রাস্তা আটকে রেখে VIP হয়ে রাস্তায় চলার।৫ মিনিট রাস্তা যাতায়… See more",Anger
উফফস গরম!,Disgust
"**একটি গ্রামে একজন কৃষক ছিলেন.. তিনি দুধ থেকে দই ও মাখন তৈরি করে বিক্রি করতেন.. একদিন কৃষকের স্ত্রী মাখন তৈরি করে কৃষককে দিলেন বিক্রি করতে..
 কৃষক তা বিক্রি করার জন্য গ্রাম থেকে শহরের উদ্দেশ্যে রওনা হলেন.. মাখন গুলো গোল-গোল রোল আকৃতিতে রাখা ছিল.. যার প্রত্যেকটির ওজন ছিল ১ কেজি করে..
 শহরে পৌঁছে কৃষক প্রতিবারের ন্যায় পূর্ব নির্ধারিত দোকানে মাখন গুলো দিয়ে পরিবর্তে চা.. চিনি.. তেল ও তার সংসারের প্রয়োজনীয় দ্রব্যাদি নিয়ে আসতেন..… See more",Neutral
"বেশ কয়েক বছর ধরে দেখা যাচ্ছে যে, হজের বিভিন্ন আনুষ্ঠানিকতার সময় উমরা হজের সময়'  অনেকেই সেলফি তোলায় ব্যস্ত সময় থাকেন। বিষয়টি নিয়ে গত বছর সৌদি আরব থেকে শুরু করে বিভিন্ন দেশের গণমাধ্যমে প্রচুর আলোচনা-সমালোচনা হয়েছে। ওইসব লেখায় বলা হয়েছিল, হজ পালন করতে আসা কিছু মানুষের আচরণ দেখলে মনে হয় তারা আনন্দ ভ্রমণে এসেছেন। হজের সফরেও তারা খ্যাতনামা বিভিন্ন ব্যক্তিদের দেখে তাদের সঙ্গে ছবি তোলার প্রতিযোগিতায় মেতে উঠেন। এমনকি কাবাঘরের সামনে সেলফি তোলা খুবই পরিচিত ও সাধারণ দৃশ্যে পরিণত হয়েছে। … See more",Sadness
"চোখ দিয়ে কিছু দেখামাত্র সেটাকে সত্য ভাবতে নেই, 
কান দিয়ে কিছু শোনামাত্র সেটাকে বিশ্বাস করতে নেই। 
চোখ, কানের সীমাবদ্ধতা আছে।
চোখ দেখতে পারে, শুনতে পারে না। 
কান শুনতে পারে দেখতে পারে না। … See more",Realization
রাব্বির হামহুমা কামা রাব্বাইয়ানি সাগিরা।,Sadness
"দুনিয়া টা ভন্ড মানুষ এর অভাব নাই,কাছের মানুষ গুলই ভন্ডামি করে বেশি",Sadness
"ভোর ৪.৪৫ মিনিট।
মাত্র শেষ করলাম ।
বাচ্চাদের পাঞ্জাবি",Joy
"Another home 
আমাদের কামরুন্নেসা ",Love
"বাস্তবতা হচ্ছে,
একটা মেয়ের নিজের কোন ঠিকানা নেই। বিয়ের আগে থাকে বাবার বাড়ি। বিয়ের পরে স্বামীর বাড়ি। দম ফেলবার জন্যে কোন জায়গা নেই। মাথায় হাত বুলিয়ে দেবার জন্য কোন মানুষ নেই। একটা মেয়ের মন বুঝার মত কেউ থাকে না। কাউকে নিজের ইচ্ছার কথা বলা যায় না।",Sadness
"ইহা স্বামী কর্তৃক স্ত্রী র প্রতি ভালুপাশা 
( আর কোনোদিন যদি কই ওরে পিক তুলতে 
)",Love
চাচ্চু - ভাতিজি,Love
"রোগীর নাম?
-আমার বউ। 
বৃদ্ধের সলাজ হাসি দেখে আমার চোখকপালে উঠল। 
-বউতো বুঝলাম,নাম বলেন।
-আমার নাম কলিমউদ্দিন। রোগী আমার বউ। … See more",Neutral
"সবাই কিন্তু গলায় দড়ি দিয়েই আত্মহত্যা করে না। আত্মহত্যা করার উপায় সবার আলাদা আলাদা। কেউ পছন্দের খাবার ছেড়ে দেয়,কেউ কথা বলা ছেড়ে দেয়,কেউ বিশ্বাস করা ছেড়ে দেয়,কেউ গান গাওয়া ছেড়ে দেয়,কেউ ছবি তোলা,ছবি আঁকা,কেউ লেখা,কেউ স্বপ্ন দেখা,কেউ ভালোবাসা, কেউ কেউ ভালোবাসা স্বীকার করা ছেড়ে দেয়
#collected",Sadness
ধাক্কাটা দিল কে?,Curiosity
"ম্যাডামঃ – বাচ্চারা বলো তো পদ্মা সেতু কোন নদীর উপর তৈরি করা হয়েছে?
ছাত্রছাত্রীরা সকলে মিলে একসঙ্গে – পদ্মা নদীর উপরে ম্যাম।
ম্যাডামঃ - ভূল, বুড়িগঙ্গা নদীর উপর!… See more",Curiosity
"এই পিক টা এক প্রেজেন্টেশন এ আমার বন্ধু নাশিদ দিয়েছিল ভার্সিটির দেয়ালিকা এ দেবার জন্য।
 এক ফাজিল পোলা আমার পিক টা ছিড়ে নিয়ে গেলো, কিন্তু তার ফোন নম্বর টা দিয়ে… See more",Love
সেই আড্ডাটা,Joy
"""Heat Wave"" আসিতেছে
----------------------------------
তাই সাবধান হোন।
সম্ভবতঃ ৪০°-৫০° সে.।
--------------------------------… See more",Caring
শুভ সকাল,Love
"এর চাইতে সুন্দর লিখা হয় না! 
বাচ্চা খাবে একটু পর ই, দেখা গেলো বাসায় কেউ আসলো, বাচ্চা কনটিনিউ বলে যাচ্ছে বিস্কুট খাবো বা ফল খাবো। 
তখন যদি বলি এই তো ভাত দিচ্ছি। একটু দাঁড়াও। ভাত খেয়ে যা খাওয়ার খেয়ো। … See more",Love
পুতুল নাচ,Love
"বাবাকে এভাবে ফোন দিতে হয়।
#cutebaby",Admiration
২৯ ও ৩০ এপ্রিল ঢাকা থেকে বাইরে গেছে ৪৩ লক্ষ ৯ হাজার মোবাইল সিম। এর আগের দুদিনেও আনুমানিক ৩০ লাখ সিম ঢাকা থেকে বাইরে গেছে। মোবাইল অপারেটরদের কাছ থেকে তথ্যগুলো পাওয়া গেছে।,Curiosity
Memories,Love
"ঝালমুড়ি 
যাও কমসিলো তাও বাড়বে ..... ইনশা আল্লাহ",Optimism
"মা হবার গল্প খুব বিশ্রী। আমি খুব কম মেয়েকে চিনি যারা সুন্দর ভাবে, মানসিক, শারীরিক এবং পারিবারিক ভাবে ভালো সাপোর্ট পেয়েছে মা হবার সময়।  অধিকাংশ মায়েরা বাচ্চা পেটে নিয়ে একটা অলিখিত যুদ্ধ করতে করতে ৮মাস কাটায়, এরপর ওটি তে যায়,ওটি থেকে বের হয়ে আবার ১ টা বছর শারীরিক মানসিক ও পারিবারিক ভাবে একটা অলিখিত যুদ্ধ করতে করতে শিশুটাকে নিয়ে বাঁচে। অথচ বিজ্ঞাপন থেকে শুরু করে সোশাল মিডিয়া, টেলিভিশনে ফলায় করে বিজ্ঞাপন দিয়ে ফেলে-
প্রেগন্যান্সির সময়, আগে ও পরে মাকে সুস্থ রাখুন,  ভালো রাখুন।
সত্য… See more",Remorse
পহেলা বৈশাখ,Joy
"চিকেন শাহী কোরমা রেসিপি | Easy Chicken Shahi Korma!
 High Quality Video on YouTube 
 https://youtu.be/ZMxqSfpfDkg
চিকেন শাহী কোরমা, রান্না করা কিন্তু বেশ সহ… See more",Optimism
"এটা তাদের জন্য যারা কোন এক সময় বলেছিলো নীলখেত থেকে সার্টিফিকেট নিয়ে আমি আমার অভিভাবক কে দেখাবো। সংসার, বাচচা নিয়ে আমার পড়াশোনা হবে না ।",Admiration
এমন দুই মেয়ে থাকল home Quarantine কারে বলে সবাই বুঝে নিত ,Joy
"হ্যাঁ, ভবিষ্যতকে সুন্দর করার জন্য কাজ করে যাওয়া উচিৎ! ",Realization
"স্মৃতির পাতা থেকে! 
মানবতার উজ্জ্বল দৃষ্টান্ত ডা: আছমা অরোরা 
করোনা দুর্যোগকালীন সময়ে যখন সবাই নিজেদের স্বাস্থ্য নিয়ে বেশি উদ্বিগ্ন ছিলেন, তখন সকল ভয় ও ঝুঁকি উপেক্ষা করে এই ম্যাডাম করোনা আক্রান্ত গর্ভবতী মায়ের সিজারিয়ান অপারেশন করেছেন। উনার উছিলায় পৃথিবীতে এসেছে ফুটফুটে পুত্র সন্তান। গর্ভবতী মা ও তার স্বামী (ওইসময় উভয়েই করোনা আক্রান্ত ছিলেন) তো মহাখুশী। এরকম হাজারো দৃষ্টান্ত আছে এই ম্যাডামের।… See more",Realization
"বন্ধুরা, নিচে বাংলাদেশের সবচেয়ে নামকরা প্রাকৃতিক সৌন্দর্যময় ৩৫ টি স্থানের নাম দিলাম। বলতে হবে আপনার পছন্দের তালিকায় কোন স্থানটি সবচেয়ে সেরা! 
১. সেন্ট মার্টিন/ নারিকেল জিঞ্জিরা/ দারুচিনি দ্বীপ
২. কক্সবাজারের সমুদ্রসৈকত 
৩. কক্সবাজারের হিমছড়ি … See more",Joy
"বন্ধুরা জেনে নিন সফল হওয়ার ৫০ টি খুব গুরুত্বপূর্ণ টিপস্, যা পৃথিবীর সব সফল ব্যক্তিরাই অনুসরণ করেন!
কমেন্টে জানান ৫০ টি টিপস্ এর মধ্যে কোনটি আপনার কাছে সবচেয়ে সেরা মনে হয়েছে! ",Optimism
"বন্ধুরা আসুন দ্রুত জেনে নিই, স্মৃতিশক্তি বাড়াতে কি কি করতে হবে! ",Desire
"বন্ধুরা, আজকের প্রশ্নটি সবচেয়ে সহজ।
 কোন বিষয়ে পড়াশুনা করলে আপনার চাকরি পাওয়ার সম্ভাবনা সবচেয়ে বেশি?
 কোন বিষয়ে পড়াশুনা করলে আপনার চাকরি পাওয়ার সম্ভাবনা সবচেয়ে কম?
1… See more",Realization
" বিন্দু আমি, তুমি আমায় ঘিরে...
বৃত্তের ভিতর শুধু তুমি আছো... ",Love
"বন্ধুরা আজকের কুইজটি খুবই সহজ। বলতে হবে ছবিটি কোথা থেকে তোলা 
Hint: গাজীপুর জেলা!",Desire
"বন্ধুরা, মাঝে মাঝে নিঃসঙ্গতা বোধ হতেই পারে!
কিন্তু আমি নিশ্চিত, সোলসের এই গানটি আপনার নিঃসঙ্গতা ভুলাতে অদ্বিতীয়! ",Admiration
"বন্ধুরা, আজ আপনাদের জন্য একটা ছোট কুইজ হয়ে যাক!
বলুন তো পৃথিবীর সবচেয়ে ধনী ব্যক্তিদের অধিকাংশ কোন ক্যাটাগরিতে পড়েন?
1. বড় চাকুরীজীবি… See more",Optimism
"আলহামদুলিল্লাহ, বাংলাদেশের সবচেয়ে নামকরা গাইনী ও স্ত্রীরোগ বিশেষজ্ঞ চিকিৎসকদের একজন ডা: Asma Aurora এখন গাজীপুরের শ্রীপুরে নিয়মিত রোগী দেখছেন! উনি অসম্ভব মিষ্টভাষী, অমায়িক ও হৃদয়বান। 
ঢাকা মেডিকেল কলেজ হাসপাতালে কর্মরত এই বিশেষজ্ঞ ম্যাডাম বর্তমানে প্রতি শনিবার গাজীপুরের শ্রীপুরের লাইফ কেয়ার হাসপাতালে তাঁর চেম্বারে নিয়মিত রোগী দেখছেন। আমাদের শ্রীপুরবাসীদের জন্য এটা নিঃসন্দেহে একটা বড় সুসংবাদ! 
সুতরাং আপনার পরিবার, বন্ধু-বান্ধব কিংবা আত্মীয়-স্বজনের কারো গাইনী, প্রসূ… See more",Gratitude
"বন্ধুরা, আপনাদের জন্য আজকে একটা ছোট কিন্তু খুব গুরুত্বপূর্ণ কুইজ হয়ে যাক:
ধরুন, আপনি সম্প্রতি বিয়ে করেছেন এবং আপনি আপনার পরিবারের সবার সাথে একসাথে থাকছেন।  কিন্তু সমস্যা হলো, আপনার মা ও স্ত্রী একজন আরেকজনকে পছন্দ করে না এবং প্রায়ই ঝগড়া করে। আপনি চাইছেন স্ত্রীকে নিয়ে আলাদা বাসায় থাকার জন্য, কিন্তু অর্থনৈতিক বা অন্যান্য পরিস্থিতির প্রেক্ষাপটে তা পারছেন না।  এই পরিস্থিতিতে আপনি কি করবেন?
১. সবসময় মায়ের পক্ষ নিবেন। … See more",Desire
তাহসানের এই গানটি আমার অসম্ভব প্রিয় ,Joy
"আমার পিছনে আমার সম্পর্কে কে কে বদনাম করেন?
বলেন বলেন",Sadness
