text,images,videos,gender
"Let's take a moment to remember the lives ruthlessly taken from us on this dark day. Our teachers, engineers, journalists, poets, all academics -our national gems. They may be gone, but their souls live on forever. 
এই কালো দিনে নিষ্ঠুর ও পাশবিক হত্যাকাণ্ডের শিকার হয়ে শহীদ হওয়া প্রত্যেককে স্মরণ করছি শ্রদ্ধার সাথে। সেই রাতে আমরা হারিয়েছি শিক্ষক, ডাক্তার, ইঞ্জিনিয়ার, সাংবাদিক, কবিসহ আমাদের রত্নদের। তাঁরা চলে গেছেন কিন্তু আমাদের মনে তাঁরা বেঁচে থাকবেন আজীবন।
#MartyredIntellectualsDay",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/131326983_10164593248445394_7541552436739208305_n.jpg?stp=dst-jpg_s640x640&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=YPBtfOdKfQcQ7kNvgEm2Dht&_nc_ht=scontent.fird1-1.fna&oh=00_AYAn7G7LX4gN8tSXYgeNSPc9FQE2FYW67kEXJ8yIdKtpDg&oe=6690F6FD'],[],m
"And it comes down to the decider for the final. An intense match ahead for Gemcon Khulna, but we’re ready as ever for the fierce fight. 
এবার পালা ফাইনালে ওঠার লড়াইয়ের। কঠিন এক ম্যাচের সামনে দাঁড়িয়েও নিজেদের সর্বোচ্চটা দিয়ে জয় ছিনিয়ে আনতে বদ্ধপরিকর টিম জেমকন খুলনা।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/131358576_10164591972495394_1348309135246680981_n.jpg?stp=dst-jpg_s640x640&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=DFKcyyl0ZIYQ7kNvgE9dfmE&_nc_ht=scontent.fird1-1.fna&oh=00_AYDgHN9guxRowB4Q63NPZC_SBKKYIItW4ejnKhJAk3oaBw&oe=6690F4DE'],[],m
"Thank you for taking care of 3 kids at once in these 8 years, I can’t tell you how much I love you but I can tell you one thing that I will make the longest and forever partnership of my life with you. You’re the best thing that ever happened to me! I love you 
P.C= @alayna_1508",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/130805347_10164586769890394_282257992789524187_n.jpg?stp=dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=T2UFU73KFPkQ7kNvgHbMNd1&_nc_ht=scontent.fird1-1.fna&oh=00_AYDQ-1n_KerRytkHunT25eUYMWHVexCr8OV-Nv7Mc0PHQw&oe=66910629'],[],m
"Bring on the challenge! We're going in with hopeful hearts and great team energy as always!
বেক্সিমকো ঢাকার চ্যালেঞ্জ জয় করতে মাঠে নামছে আত্মবিশ্বাসী জেমকন খুলনা।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/130871051_10164574502535394_6189602843143641426_n.jpg?stp=dst-jpg_s640x640&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=oS57CilREKEQ7kNvgHOHETD&_nc_ht=scontent.fird1-1.fna&oh=00_AYAHWbW4bs2GdkBwsUlzZVeidBsAAtcKpfVD6HRzwmGF1Q&oe=6690F57B'],[],m
Beach mood ,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/129622089_10164566541425394_8492562332053329121_n.jpg?stp=dst-jpg_s640x640&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=XPisbqXtsvsQ7kNvgHQsULM&_nc_ht=scontent.fird1-1.fna&oh=00_AYBAxYWAyk4aM2np1UheS5OyUIZekv_x056dPKGepH4m9g&oe=6690F2CE'],[],m
"It was a smashing performance by Gemcon Khulna and a well deserved win! 
দুর্দান্ত নৈপুণ্যে মিনিস্টার গ্রুপ রাজশাহীর বিপক্ষে জয় তুলে নিয়েছে জেমকন খুলনা।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/130206661_10164563671120394_3821268976508605443_n.jpg?stp=dst-jpg_s640x640&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=1gIXc7t7BwYQ7kNvgGRq1K3&_nc_ht=scontent.fird1-1.fna&oh=00_AYAEeEuxCPdv82c_VYucZNtLzGTLH8vfq9_j8V_1yq5Ibw&oe=66910BB1'],[],m
"Feeling positive about our next match! Tune in to see Gemcon Khulna  Vs Minister Group Rajshahi. 
মিনিস্টার গ্রুপ রাজশাহীর বিপক্ষে পরের ম্যাচে মাঠে নামতে প্রস্তুত আত্মবিশ্বাসী জেমকন খুলনা।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/130241351_10164560250020394_1919211263450410672_n.jpg?stp=dst-jpg_s640x640&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=SvN_rXF-vSgQ7kNvgGfOQzX&_nc_ht=scontent.fird1-1.fna&oh=00_AYDyGcRvH7zOZ8QXCAJObd71JB1rF9wm8XOXBBQpOd9_Pg&oe=6690F658'],[],m
"Feeling victorious after another great win. Gemcon Khulna is going on strong and determined! 
ফিরতি ম্যাচেও ফরচুন বরিশালের বিপক্ষে এসেছে দারুণ জয়। এই জয় জেমকন খুলনাকে করেছে আরও আত্মবিশ্বাসী, আরও শক্তিশালী।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/130012401_10164554949055394_784013259236423828_n.jpg?stp=dst-jpg_s640x640&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=nC9kRi4wIIcQ7kNvgFRabiP&_nc_ht=scontent.fird1-1.fna&oh=00_AYBju_USI7HwYW4LcegXXtD9eCJ5hF-3GBJhF749cGvc2w&oe=66910097'],[],m
"Another showdown between Gemcon Khulna and Fortune Barishal. Game on!         
প্রস্তুতি শেষ করে আবারও ফরচুন বরিশালের বিপক্ষে মুখোমুখি টিম খুলনা।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/129309701_10164554529015394_1186544299044015898_n.jpg?stp=dst-jpg_s640x640&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=BnqfX3RRoOkQ7kNvgHh5aiL&_nc_ht=scontent.fird1-1.fna&oh=00_AYDiyTONnxUhtirWhPCiz-T2ZRxFZVnnE5gQ6XvPzaAb2A&oe=669107A2'],[],m
,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/129257836_10164545819305394_7362982547067437743_n.jpg?stp=dst-jpg_p526x296&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=NNc-IFYg5aoQ7kNvgEW8oXN&_nc_ht=scontent.fird1-1.fna&oh=00_AYCRSBjDaUUQ1nM1kv4w-LKMWUrQVrtscVmFmNQL4mCgBg&oe=6690F0B1'],[],m
"Moving forward on a positive note with a striking match, as Gemcon Khulna takes the victory away from Beximco Dhaka. 
দুর্দান্ত নৈপুণ্যে ম্যাচ জিতে নিয়ে জয়ের ধারায় ফিরলো জেমকন খুলনা। 
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/128638600_10164538935425394_2592743676937657981_n.jpg?stp=dst-jpg_s640x640&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=M-_0jFgsX4YQ7kNvgFGgPo5&_nc_ht=scontent.fird1-1.fna&oh=00_AYDNUl5Jbatrgd-qKJwyUa4xEM4NTmRkxcuzbb8FuX6tnw&oe=6690FA96'],[],m
"Confidently going head to head in battle with Beximco Dhaka. Anticipating only the best for our team! 
বেক্সিমকো ঢাকার বিপক্ষে মাঠে নামার আগে আত্মবিশাসী জেমকন খুলনা। জয় তুলে নিতে মাঠে নিজেদের সেরাটা উজাড় করে দিবে টিম খুলনা।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/128772691_10164534546190394_5842164616412418055_n.jpg?stp=dst-jpg_s640x640&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_v5-p7po3P4Q7kNvgGTVON0&_nc_ht=scontent.fird1-1.fna&oh=00_AYDkpmu_62tuFG1VTlno5J-GhEdoROF0JIOyP1GANqZIAA&oe=66911811'],[],m
"জেমকন খুলনার এবারের প্রতিপক্ষ গাজী গ্রুপ চট্টগ্রাম। চট্টগ্রামের বিপক্ষে নিজেদের সেরাটা উজাড় করে দিতে প্রস্তুত টিম খুলনা। 
Yet another exciting showdown for Gemcon Khulna, this time against Gazi Group Chattogram. We're geared up and as ready as ever! 
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/128350249_10164530380515394_695515979694868764_n.jpg?stp=dst-jpg_s640x640&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=5GWxlQ7FkyUQ7kNvgHJuWD1&_nc_ht=scontent.fird1-1.fna&oh=00_AYCG_hJUc0MjJwSVlZ-pOMVVoNNBU12VkatoEH1C2Ro_Ow&oe=669123A6'],[],m
"Getting ready for an intense faceoff against Minister Group Rajshahi. 
জেমকন খুলনার এবারের প্রতিপক্ষ মিনিস্টার গ্রুপ রাজশাহী। নিজেদের সর্বোচ্চটা দিয়ে জয় তুলে নেয়ার জন্যই মাঠে টিম খুলনা।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/127744203_10164522470105394_6357808145508904362_n.jpg?stp=dst-jpg_s640x640&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=FaXIzPXdqFYQ7kNvgGFXfbY&_nc_ht=scontent.fird1-1.fna&oh=00_AYD9VI3d2JHSsjjI80gG7ifGBRvtNYAuHYHC7uJMZ5NNWQ&oe=66911106'],[],m
"There are players who are iconic to each generation and then there are players who transcend generations and become icons of the game itself. 
Diego Armando Maradona was a player who personified football. He was as famous on the pitch as he was infamous off it. He did everything his own way - right or wrong.
What can't be denied is his unbelievable talent, football acumen and love for the game. Football will continue to grow and amaze us because of legends like him. … See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/127800936_10164519667420394_7979868965661888418_n.jpg?stp=dst-jpg_s640x640&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-tXagbIy9SwQ7kNvgHqysGE&_nc_ht=scontent.fird1-1.fna&oh=00_AYDwttJtSdrYWR9Mveb5ITKY_PywlnCo1FelS75gaVe3zA&oe=66911B40'],[],m
"A well played game by Gemcon Khulna! Kicking off this tournament with a winning start. 
দারুণ পারফরম্যান্সে জয় দিয়েই বঙ্গবন্ধু টি-২০ কাপে যাত্রা শুরু করলো জেমকন খুলনা!",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/127571690_10164515793000394_6225659897405588903_n.jpg?stp=dst-jpg_s640x640&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_aid=0&_nc_ohc=qWmI5MT2ilEQ7kNvgFfaCw4&_nc_ht=scontent.fird1-1.fna&oh=00_AYAK5lXlGLUEPfUl6tPZXjCHHhRIRyLVfOTOA0UiLE1EvA&oe=66912327'],[],m
"Starting off this tournament against Fortune Barishal, we are as ready as ever. let the games begin!
দীর্ঘদিনের বিরতির পরে অবশেষে এবার মাঠে ফেরার পালা। বঙ্গবন্ধু টি-২০ কাপের প্রথম দিনেই ফরচুন বরিশালের বিপক্ষে মাঠে নামতে প্রস্তুত আমরা।  
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/127486984_10164512235385394_3465626615047528381_n.jpg?stp=dst-jpg_s640x640&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=LTESES2j6nkQ7kNvgFAcrQe&_nc_ht=scontent.fird1-1.fna&oh=00_AYCOJi979ZR84M6RuGD_YCViIu6E2mvAIVz6bUjD6uKJzQ&oe=6690F758'],[],m
Dreams do come true,[],['https://www.facebook.com/Shakib.Al.Hasan/videos/375477243555473/?__cft__[0]=AZWC1R8i3R_cckVOmcWH5lQANUeL1NJ2UB3MHqn5VY-NNiQidugfzkCzQR6XIXTRn-bXg4iP5xYyKe_f4OtReR3PRPBqLgfps9O7ttFakKopOs4UKv7t64poylcsZ1BhtWiE5j65tNodHNA8kyQPMjWbOaM71LkcDb6ZH15V53BbL5LWSTjUkt0V1AvIbtmRIprPcSSE4xF7O_yFyKwVnAWFXcFgwXSXv_OcekTdCBgJWQ&__tn__=%2B%3FFH-R'],m
Memories,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/126178824_10164498255775394_1457513846038118546_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=egrjwnJL6gkQ7kNvgG2x3JN&_nc_ht=scontent.fird1-1.fna&oh=00_AYAVZO2-bIQPQBUpQYw-Yc1oEd3OPpGRALvVkMQ4REzScQ&oe=6691011C'],[],m
When can I have this yummy beef again @shishir_75 ?,[],['https://www.facebook.com/Shakib.Al.Hasan/videos/182823930127519/?__cft__[0]=AZWcI0VANJ5Cgk2-tmkcbFknRy524OM32eZ_UYOgJsF-9__BZg-poDsTqCZEtA8R7-O4kkpCk2J4f6C2tBp4Vaq8P9N28XIReN_aj1_ptJHUytWD39wvLp3Ofs58Y2NEW256nkXYKe9_NO0QjQOq6eKklfSW1QWOUjav4UOqQdPybETrqkoQHowJf8hPPqor85YwPAHy9Ze_n-fQb6uBQW3cfWUs98XJDm8lPsRRTcT1iw&__tn__=%2B%3FFH-R'],m
"চলছে Daraz 11.11 Show ফেইসবুক লাইভে এবং চ্যানেল আই এর পর্দায়। আজকে আমাদের সাথে অতিথি হিসেবে আছেন বিশ্বসেরা অলরাউন্ডার সাকিব আল হাসান।
লাইভে কমেন্ট করে জিতে নিতে পারেন,
1. relame c15
2. realme 6i… See more",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1095769507505763/?__cft__[0]=AZWK-jlrIxre8px2NJSv3DU0wUTQ3oLv3zpnUQQ5TMLTjpJn7CU9OfF3YSmCzYOtieh--7qopLDBPg9iNzESMP7pG6xeUq-OkVcHfRRLX5AZoMlLqDhhu74NOZclbWjqjGlZcxBvSvsAMUxKya3vnqWxpUGtvzsgRFyFtT3OP9jYqPsIoYokpLJxKsi9aqKhc9w5PXP1Y3hBLku7D51XAH3e&__tn__=%2B%3FFH-R'],m
"Will be joining Daraz 11.11 show as a special guest on 10th November at 11:30pm.
Stay tuned at Channel i and at the official Facebook page of Daraz Bangladesh.
And to know all the updates of Daraz 11.11 campaign download the Daraz app now https://tinyurl.com/yytu22go
#daraz1111 #daraz1111show",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1769400059892533/?__cft__[0]=AZUq4GEtbRw-KMRaueq2QLPJttkxpC7hhqB2Yu3GLWhJtS0CV7SldL5PJ24p0bOF20kAJ8D65z4RD3WcuAVyUIVU0zXVt2R376MZoKBKgypIlMgCmdaU79fX6b0JZUS_1st_BVyIZr4HKS-Xt1Xe8CFKLdjSgpv8XX4ruEZlw-bjLx9ZOWuTv4cyYUv5JmSqk1wmXsCGlhBUoQuDh5qK7lMR8L6h5c9DFH-83x8NoTm-IA&__tn__=%2B%3FFH-R'],m
Happy birthday to my life,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/124044504_10164449457505394_1808372517754996819_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=HAB4gaeOP0wQ7kNvgEHxM7w&_nc_ht=scontent.fird1-1.fna&oh=00_AYBtgHnOsVihUEEHKUbTcb8hRfu8s7EvB768kRJ-P1Mmww&oe=669123F7'],[],m
,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/124170226_10164444351115394_6591211921876492511_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ZY2gYWo2E3wQ7kNvgGLmCYD&_nc_ht=scontent.fird1-1.fna&oh=00_AYAJ3D10fuyGYvsl2BvqEahcEMCTWYU0a32mt7qgqj3Img&oe=6691284C'],[],m
,['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/123991744_10164435756030394_1074353913238057109_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=HqdgZgnsV3YQ7kNvgG-DgP3&_nc_ht=scontent.fird1-1.fna&oh=00_AYAIY8HauQhr53Q2eOoDBuZWQDFI8Suu8rs8xftEOcrYJA&oe=66912430'],[],m
"This is a thank you from me to all of my wonderful fans and followers for being so supportive throughout the last year. I've tried to answer some of your questions. 
I hope I can repay your love and prayers by performing on the field and make all of you proud again. 
Please subscribe to my official YouTube channel.… See more",[],[],m
"Uber সার্ভিসে নতুন এক সংযোজন। এখন থেকে Uber Rentals এ আপনি ১০ ঘন্টা পর্যন্ত গাড়ি বুক করতে পারবেন ।
ঢাকা মেট্রোর পাশাপাশি গাজীপুর, নারায়ণগঞ্জ কিংবা সাভার যাওয়া এবং আসার জন্য একই গাড়ি আর ড্রাইভার নিয়ে Uber Round Trip Rentals বুক করতে পারবেন। দিনের ফ্যাক্টরি ভিজিট কিংবা আনন্দদায়ক যেকোনো ভ্রমণের জন্য Uber Rentals ট্রাই করে দেখতে পারেন।",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/123241876_10164418968745394_4706917988874223854_n.jpg?stp=dst-jpg_p180x540&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=WQneWu6G2V8Q7kNvgHNtRHT&_nc_ht=scontent.fird1-1.fna&oh=00_AYA9hTf0hTLRKDPBK8KSMliJcpXgaJ2qPETIWLq8BDS20A&oe=6690F4D9'],[],m
"নিরাপদ ডিজিটাল জীবনের নিশ্চয়তায়, শুরু হতে যাচ্ছে আমার পরবর্তী ইনিংস! আমার @A2 Arena
ওয়েবসাইট: www.a2arena.com
অফিসিয়াল সোশ্যাল পেজ: … See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/123035408_10164415417860394_5157885899891467879_n.jpg?stp=dst-jpg_s960x960&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=LvyG6P5tYl0Q7kNvgGK8ATM&_nc_ht=scontent.fird1-1.fna&oh=00_AYAY9yDIqZW4hY4LBI44NUwm1ZpBI834KGWULCtt51VyzA&oe=6690FCB8'],[],m
"Hello, my journalist friends! I have decided to answer some of your questions in a live session from my official YouTube channel. 
So please message me your question via WhatsApp and I will select as many questions from some of you to answer. 
Thank you,  Shakib… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/123293244_10164410873120394_5402526266324612863_n.jpg?stp=dst-jpg_s640x640&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=tsm8Z_4RUPQQ7kNvgHMbs1M&_nc_ht=scontent.fird1-1.fna&oh=00_AYD1ohcdCWzy81yXTzHiQ3ahM9pGd2vOfbifZ0JjpgNZNQ&oe=66911BD8'],[],m
"Hello Everyone, Assalamu Walaikum! To show my appreciation to my fans and well wishers,  I have decided to answer some of your questions in a live session from my official YouTube channel. 
So please send me your question in the comments section below and I will select 10 questions from all of you to answer. 
I look forward to my return and being with you all.… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/122724390_10164406682015394_2442500403450856937_n.jpg?stp=dst-jpg_s640x640&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=TxUUmvZfmr0Q7kNvgG6iMJb&_nc_ht=scontent.fird1-1.fna&oh=00_AYDDchUVjkxsVn_ixN16z08fazB8-2PEcYJmdpvKHeXohQ&oe=6691065C'],[],m
"‘খেলবে টাইগার, জিতবে টাইগার’ স্লোগান মনে নিয়ে, আবারও ফিরছি ২২ গজের ঠিকানায়।
এতদিন কঠিন সময়ে আমার পাশে ছিলেন বলে ধন্যবাদ সবাইকে। ভবিষ্যতেও সাথে থাকবেন তো?
#KhelbeTigerJitbeTiger… See more",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/668506184041072/?__cft__[0]=AZW95fpsMxMn6iRO8dK8VQ1r4NAnCP2b_ve1uOwfYlXR_lZtmRBtqQz3JhpvaiXu08g2UEbslnxROoeEJf_2te5PKeQ37W3DIreKY7AU-rNIPvKXNT5_97NE_aZyCeWktoVmxEPoHpB3fISo_eUUg-hXPqeX7o6qyM4zCrjCj2_vOFhFRbHO7tXqkyo5Q97ilLHVcPMS4fsrstF3Nwh6A05eayDR2Xjauc1fPfPW80MYGA&__tn__=%2B%3FFH-R'],m
"ডিজিটাল বাংলাদেশে Uber-এও ডিজিটাল পেমেন্টের সুবিধা চলে এসেছে!
আমি মনে করি, এর মাধ্যমে আমাদের প্রতিটি ট্রিপ পেমেন্ট হবে আরো সুবিধাজনক এবং নিরাপদ ইনশা-আল্লাহ ।
Uber অ্যাপ না থাকলে ডাউনলোড করতে ক্লিক করুনঃ https://get.uber.com/open_app",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/122835309_10164394402910394_5886625114509777299_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=co-lwQPCepgQ7kNvgFobmCO&_nc_ht=scontent.fird1-1.fna&oh=00_AYDAEhGZEl4Umk3QxZlV04nliVU4JjLLYWWWbGJBzsDgjA&oe=669121AF'],[],m
"সময়মত, Uber Moto! যানজটের মাঝে সাশ্রয়ীভাবে এবং দ্রুততার সাথে যাতায়াত করার জন্য Uber Moto ট্রিপ কে কে নিচ্ছেন?
Uber অ্যাপ না থাকলে ডাউনলোড করতে ক্লিক করুনঃ https://get.uber.com/open_app",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/121770270_10164367211645394_7584400716119139132_n.jpg?stp=dst-jpg_p180x540&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Ih0nvN9tiKoQ7kNvgFjE94f&_nc_ht=scontent.fird1-1.fna&oh=00_AYBecvSZUMqdCryLGoaXAL0Sc99jFqaKrap8J3njvTul5A&oe=66911D23'],[],m
"Shakib craze is back with Za 'n Zee! আর ব্যাক করাবে তোমরাই! সাকিব-এর মতো ক্রেইজি লুকে নিজেদের ছবি তুলে কমেন্টে সাবমিট করো আর জিতে নাও আকর্ষণীয় পুরস্কার! বিস্তারিত জানতে দেখে নাও নিম্নোক্ত শর্তাবলী। 
শর্ত এবং নিয়মাবলী:
১। প্রত্যেক প্রতিযোগীকে পোস্টের কমেন্ট সেকশনে তার নিজের ক্রেইজি কোনো লুকে তোলা ছবি পোস্ট করতে হবে। 
২। সাবমিট করা ছবির মধ্য থেকে সেরা ৫ জন ভাগ্যবান বিজয়ী প্রত্যেকে জা এন জি আইসক্রিম-এর পক্ষ থেকে পাবে আকর্ষণীয় পুরস্কার।… See more",[],['https://www.facebook.com/zanzeebd/videos/346541043076054/?__cft__[0]=AZWgnTZvAHtItjItDGLDwJIOUFWbuUdu2jJogtwECP_bfAH-bG6nkD2AjR-yALLSub4IewQe0qMkebItE5R30nzKOmAINHl0TLHm8C4Lda4jeLULw3TMK8IMVZ9ryNaOWLJ05jij9ch2dxMRff8RGBS1EtlgvjymSrMQMkF0e7mmsBEYJskwSDcLJuE6Rd4rg97gG_Czs3Dom9scJKDxlOJ24xrYkQx8zyJqMuIeHfsePLA7Ja528D7YbT6mIl4HROQ&__tn__=%2B%3FFH-y-R'],m
"এই COVID দুঃসময়ের মধ্যে যাদের জরুরী যাতায়াত করা প্রয়োজন তারা Uber ব্যবহার করে দেখতে পারেন। 
স্বাচ্ছন্দে এবং নিরাপদে যাতায়াত করুন Uber এর সাথে। 
অ্যাপ ডাউনলোড করতে ক্লিক করুনঃ https://get.uber.com/open_app",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/121552011_10164354795775394_3679247132466216834_n.jpg?stp=dst-jpg_p180x540&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=skIFEYoFFjcQ7kNvgGpr3pR&_nc_ht=scontent.fird1-1.fna&oh=00_AYAp0ERq75v0wSMz-MyH9r5vDetqgQb08MZ9CumB-O98ag&oe=66910B4B'],[],m
"hforhandwashingbd.com লিংকে ক্লিক করে জয়েন করুন আমার সাথে, লাইফবয় ""H for Handwashing"" মুভমেন্টে।
আজ গ্লোবাল হ্যান্ডওয়াশিং ডে, আর এই দিনটিকে কেন্দ্র করেই লাইফবয় ""H for Handwashing"" এবং ""হ তে হাত ধোয়া"" বর্ণমালা শিক্ষায় অন্তর্ভুক্ত করার প্রস্তাব করেছে। পুরোদমে চলছে বাস্তবায়নের চেষ্টা। লক্ষ্য একটাই, বাচ্চারা যেন শিক্ষা জীবনের শুরু থেকেই “H for Handwashing” এবং “হ তে হাত ধোয়া” মনে রাখে এবং হাত ধোয়ার প্রয়োজনীয়তার কথা কখনো না ভুলে যায়। অনন্য এই উদ্যোগটি সফল করতে দরকার আপনার সমর্থন… See more",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/658244625117341/?__cft__[0]=AZVUGRC4BnRq7soB_qEBiuPzviRAvt-CQKhQL4jPfBrNtMxK5rNvQ99fztk3iYvJvL4fTdGi8HjgcoCbP6b-FVREuHD6Av78NQWZ9kCa05i2HP3RIYjV6QJXXQkeEFsjgz348HOXEdR1w-Ql-9Ry9y2HU6_3deLsXvUCKrxb5qYUrR4nlXUBE5ERJlFG_faFZnadHurYKAOsiEeNFMjYFEc3J2amihSCIhPV10TD29PWNQ&__tn__=%2B%3FFH-R'],m
"আমার সিগনেচারসহ ব্যাট এবং টি-শার্ট পেয়ে যেতে পারেন আপনার হাতের কাছে থাকা যেকোনো কিছু দিয়ে ক্রিয়েটিভ ভাবে H বানিয়ে!
১৫-ই অক্টোবর “গ্লোবাল হ্যান্ডওয়াশিং ডে” উপলক্ষে  ""H for Handwashing"" এবং ""হ তে হাত ধোয়া"" প্রাথমিক শিক্ষায় যুক্ত করার প্রস্তাব দিয়েছে লাইফবয়। সবার মাঝে এটি ছড়িয়ে দিতে দেরি না করে আপনার বানানো ক্রিয়েটিভ H এর ছবি লাইফবয় ফেসবুক পেইজ-এর মেসেজ অপশন http://m.me/lifebuoybangladesh এর মাধ্যমে পাঠিয়ে দিন, ৩১ অক্টোবর ২০২০ এর মধ্যে।
নির্বাচিত সেরা ১০ জন পেয়ে যাবেন আমার সি… See more",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/670854413841090/?__cft__[0]=AZWPPx92LffXSgfaFfZ-vT8qbmhtSx53Hh3L-B8MNJnKjkODbHCezYrvX5T79UwXZra_FW0kLv9q1QwHDN2t8PfpcAw7lUOCxqtHM8HrFneGztxnZ4ePOI9Y-vVRH1l3YoI0TP4rWm3LicrOYSwPeM4l69Ryls_pJNlm6Jk-MKT1GNISfRoh6UitVRt__HbSKtyIcDicZVkaw1IPOzEkyBWSh9Z2QOjdh_bYpUD28lJz8A&__tn__=%2B%3FFH-R'],m
"প্রোফাইল ফ্রেমটি ব্যবহার করতে ক্লিক করুন
https://www.facebook.com/407422362695986/posts/2954061971365333/ লিংকে! লাইফবয় ‘গ্লোবাল হ্যান্ডওয়াশিং ডে ২০২০’ উপলক্ষে ‘H’ for ‘Handwashing’ এবং ‘হ’ তে ‘হাত ধোয়া’ প্রাথমিক শিক্ষায় অন্তর্ভুক্ত করার প্রস্তাব দিয়েছে। আমার সাথে এই উদ্যোগ কে সমর্থন জানাতেই প্রোফাইল পিকচারে ব্যবহার করুন এই ফ্রেমটি!
#HforHandwashing",['https://scontent.fird1-1.fna.fbcdn.net/v/t1.6435-9/121530146_10164347798425394_3994245134348936658_n.jpg?stp=dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=myUHHJ9DUp4Q7kNvgFp2Sbm&_nc_ht=scontent.fird1-1.fna&oh=00_AYDpnmgZ4pEHm7V45wrRT3sqM1TtuE14rpNRf-yhJAoL-A&oe=669113C4'],[],m
